event_id,ocel:timestamp,ocel:activity,weight,price,ocel:type:items,ocel:type:products,ocel:type:customers,ocel:type:orders,ocel:type:packages
11683,2019-11-22 09:34:14,pick item,0.166,799.0,['884340'],['iPhone 11'],['Lisa Mannel'],['991074'],
11684,2019-11-22 09:34:14,create package,7.234,8740.97,"['884307', '884223', '884284', '884283', '884260', '884295', '884263', '884282', '884294', '884308', '884293']","['iPad Air', 'iPhone 11 Pro', 'iPhone 8', 'Echo Plus', 'Echo Show 8', 'MacBook Air', 'iPhone 11', 'iPad mini']",['Marco Pegoraro'],"['991045', '991067', '991056', '991064', '991061']",['660686']
11685,2019-11-22 09:56:38,pick item,0.44,476.0,['884324'],['iPad Air'],['Christina Rensinghof'],['991070'],
11686,2019-11-22 10:09:58,pay order,3.525,3448.98,"['884109', '884106', '884104', '884105', '884108', '884107']","['iPad Air', 'Kindle Paperwhite', 'iPad mini', 'MacBook Air', 'Fire Stick 4K', 'Echo']",['Seran Uysal'],['991019'],
11687,2019-11-22 10:13:09,pick item,0.483,1099.0,['884349'],['iPad Pro'],['Claudia Graf'],['991077'],
11688,2019-11-22 10:19:34,pick item,0.2,39.99,['884359'],['Fire Stick'],['Lisa Mannel'],['991079'],
11689,2019-11-22 10:24:42,pick item,1.37,2500.0,['884346'],['MacBook Pro'],['Mohammadreza Fani Sani'],['991076'],
11690,2019-11-22 10:26:45,confirm order,3.759,7581.0,"['884380', '884379', '884384', '884381', '884383', '884382']","['iPhone 11', 'iPhone 8', 'iPad mini', 'iPad Pro', 'MacBook Pro', 'MacBook Air']",['Christine Dobbert'],['991083'],
11691,2019-11-22 10:28:36,package delivered,9.157,12037.94,"['884286', '884233', '884270', '884290', '884285', '884256', '884253', '884291', '884288', '884317', '884322', '884231', '884255', '884273', '884276', '884232', '884269', '884271']","['iPad Air', 'iPhone X', 'MacBook Pro', 'iPhone 8', 'Kindle', 'Echo Show 8', 'Fire Stick 4K', 'MacBook Air', 'Kindle Paperwhite', 'iPad mini']",['Lisa Mannel'],"['991062', '991063', '991069', '991055', '991048', '991058']",['660681']
11692,2019-11-22 10:30:25,place order,3.91,1033.95,"['884386', '884388', '884385', '884389', '884390', '884387']","['Echo Dot', 'iPhone 8', 'Echo Plus', 'Echo Show 8', 'Fire Stick 4K', 'Echo']",['Seran Uysal'],['991084'],
11693,2019-11-22 10:32:25,pick item,0.28,89.99,['884388'],['Fire Stick 4K'],['Seran Uysal'],['991084'],
11694,2019-11-22 10:46:25,confirm order,3.91,1033.95,"['884386', '884388', '884385', '884389', '884390', '884387']","['Echo Dot', 'iPhone 8', 'Echo Plus', 'Echo Show 8', 'Fire Stick 4K', 'Echo']",['Seran Uysal'],['991084'],
11695,2019-11-22 10:47:47,confirm order,1.851,1591.99,"['884295', '884294', '884293', '884292']","['iPhone 11', 'Kindle Paperwhite', 'iPhone 8', 'Echo Show 8']",['Marco Pegoraro'],['991064'],
11696,2019-11-22 10:49:12,pick item,0.172,699.0,['884361'],['iPhone X'],['Lisa Mannel'],['991079'],
11697,2019-11-22 10:56:39,confirm order,3.817,4816.96,"['884357', '884355', '884361', '884363', '884356', '884359', '884362', '884360', '884358']","['iPhone X', 'iPad mini', 'Echo', 'MacBook Air', 'Fire Stick', 'iPad', 'Fire Stick 4K']",['Lisa Mannel'],['991079'],
11698,2019-11-22 10:57:04,pick item,0.21,529.0,['884380'],['iPhone 8'],['Christine Dobbert'],['991083'],
11699,2019-11-22 10:58:00,pick item,0.28,449.0,['884357'],['iPad mini'],['Lisa Mannel'],['991079'],
11700,2019-11-22 10:59:56,pick item,0.98,129.99,['884367'],['Echo Show 8'],['Marco Pegoraro'],['991080'],
11701,2019-11-22 11:01:02,pick item,0.483,1099.0,['884383'],['iPad Pro'],['Christine Dobbert'],['991083'],
11702,2019-11-22 11:09:24,pick item,0.2,39.99,['884370'],['Fire Stick'],['Seran Uysal'],['991081'],
11703,2019-11-22 11:09:24,create package,1.26,578.99,"['884212', '883691']","['iPad mini', 'Echo Show 8']",['Junxiong Gao'],"['991042', '990918']",['660687']
11704,2019-11-22 11:17:38,send package,0.77,1067.99,"['884244', '883709', '884102']","['iPhone 8', 'iPad mini', 'Fire Stick 4K']",['Wil van der Aalst'],"['991018', '990923', '991052']",['660684']
11705,2019-11-22 11:20:09,pick item,1.37,2500.0,['884379'],['MacBook Pro'],['Christine Dobbert'],['991083'],
11706,2019-11-22 11:20:55,send package,3.816,5525.98,"['884280', '884298', '884300', '884279', '884299', '884281', '884302']","['iPhone 11', 'iPhone 11 Pro', 'iPhone X', 'iPad mini', 'Echo', 'MacBook Air', 'Echo Show 8']",['Tobias Brockhoff'],"['991065', '991060']",['660685']
11707,2019-11-22 11:26:24,package delivered,3.816,5525.98,"['884280', '884298', '884300', '884279', '884299', '884281', '884302']","['iPhone 11', 'iPhone 11 Pro', 'iPhone X', 'iPad mini', 'Echo', 'MacBook Air', 'Echo Show 8']",['Tobias Brockhoff'],"['991065', '991060']",['660685']
11708,2019-11-22 11:28:55,pick item,0.172,699.0,['884355'],['iPhone X'],['Lisa Mannel'],['991079'],
11709,2019-11-22 11:28:55,create package,1.475,258.99,"['883853', '883984']","['Kindle Paperwhite', 'Echo Show 8']",['Majid Rafiei'],"['990991', '990960']",['660688']
11710,2019-11-22 11:30:17,pick item,1.48,199.99,['884378'],['Echo Studio'],['Tobias Brockhoff'],['991082'],
11711,2019-11-22 11:31:52,pick item,0.483,495.0,['884319'],['iPad'],['Lisa Mannel'],['991069'],
11712,2019-11-22 11:31:52,create package,4.343999999999999,3890.98,"['884036', '884153', '884265', '884351', '884266', '884354', '884353']","['iPhone X', 'iPad', 'Echo Plus', 'iPhone 11', 'Echo Studio', 'iPad mini', 'iPad Pro']",['Mahnaz Qafari'],"['991057', '991078', '991005', '991030']",['660689']
11713,2019-11-22 11:34:47,pick item,0.44,476.0,['884301'],['iPad Air'],['Tobias Brockhoff'],['991065'],
11714,2019-11-22 11:58:28,confirm order,2.307,2701.99,"['884351', '884352', '884354', '884353']","['iPhone X', 'Echo Studio', 'iPad Pro']",['Mahnaz Qafari'],['991078'],
11715,2019-11-22 12:10:08,reorder item,1.48,199.99,['884272'],['Echo Studio'],['Lisa Mannel'],['991058'],
11716,2019-11-22 12:20:38,place order,2.904,4561.99,"['884395', '884392', '884391', '884393', '884394']","['iPhone X', 'iPhone 8', 'Echo Show 8', 'MacBook Pro']",['Kefang Ding'],['991085'],
11717,2019-11-22 12:23:47,confirm order,2.1630000000000003,324.97,"['884368', '884370', '884369']","['Echo Studio', 'Fire Stick', 'Kindle']",['Seran Uysal'],['991081'],
11718,2019-11-22 12:44:48,pick item,0.88,89.99,['884372'],['Echo Show 5'],['Tobias Brockhoff'],['991082'],
11719,2019-11-22 12:54:19,pick item,0.483,495.0,['884356'],['iPad'],['Lisa Mannel'],['991079'],
11720,2019-11-22 12:58:38,send package,4.343999999999999,3890.98,"['884036', '884153', '884265', '884351', '884266', '884354', '884353']","['iPhone X', 'iPad', 'Echo Plus', 'iPhone 11', 'Echo Studio', 'iPad mini', 'iPad Pro']",['Mahnaz Qafari'],"['991057', '991078', '991005', '991030']",['660689']
11721,2019-11-22 13:17:44,package delivered,0.2,39.99,['884230'],['Fire Stick'],['Seran Uysal'],['991047'],['660682']
11722,2019-11-22 13:36:23,confirm order,5.029,4220.96,"['884373', '884378', '884377', '884374', '884375', '884376', '884372', '884371']","['iPhone 11', 'iPhone 11 Pro', 'Echo Show 5', 'iPhone X', 'Echo Dot', 'Echo Studio', 'iPad Pro', 'Echo Plus']",['Tobias Brockhoff'],['991082'],
11723,2019-11-22 14:01:03,place order,4.6110000000000015,5860.96,"['884400', '884396', '884404', '884402', '884397', '884398', '884401', '884403', '884399']","['iPhone X', 'MacBook Pro', 'Echo Plus', 'Fire Stick', 'Fire Stick 4K', 'iPhone 11', 'Echo Dot', 'iPad mini', 'iPad Pro']",['Seran Uysal'],['991086'],
11724,2019-11-22 14:11:30,pay order,0.655,1199.0,"['884252', '884251']","['iPhone X', 'iPad']",['Kefang Ding'],['991054'],
11725,2019-11-22 14:18:12,reorder item,0.483,495.0,['884237'],['iPad'],['Mahsa Bafrani'],['991050'],
11726,2019-11-22 14:30:13,confirm order,0.36,1853.0,"['884342', '884343']","['iPhone X', 'iPhone 11 Pro']",['Seran Uysal'],['991075'],
11727,2019-11-22 14:35:27,item out of stock,0.483,1099.0,['884366'],['iPad Pro'],['Marco Pegoraro'],['991080'],
11728,2019-11-22 14:35:47,pick item,0.28,89.99,['884362'],['Fire Stick 4K'],['Lisa Mannel'],['991079'],
11729,2019-11-22 14:47:49,pick item,0.44,476.0,['884350'],['iPad Air'],['Claudia Graf'],['991077'],
11730,2019-11-22 14:48:20,pick item,0.38,29.99,['884402'],['Echo Dot'],['Seran Uysal'],['991086'],
11731,2019-11-22 14:53:40,package delivered,0.77,1067.99,"['884244', '883709', '884102']","['iPhone 8', 'iPad mini', 'Fire Stick 4K']",['Wil van der Aalst'],"['991018', '990923', '991052']",['660684']
11732,2019-11-22 14:55:03,pay order,3.893,2524.97,"['884303', '884306', '884305', '884304']","['Echo Show 5', 'Kindle', 'Echo Plus', 'MacBook Air']",['Kefang Ding'],['991066'],
11733,2019-11-22 15:07:43,pick item,0.483,79.99,['884303'],['Kindle'],['Kefang Ding'],['991066'],
11734,2019-11-22 15:07:43,create package,2.733,4551.0,"['883809', '884349', '883939', '884350']","['iPad Air', 'iPad Pro', 'MacBook Pro']",['Claudia Graf'],"['991077', '990981', '990949']",['660690']
11735,2019-11-22 15:17:22,pick item,0.483,79.99,['884331'],['Kindle'],['Christine Dobbert'],['991071'],
11736,2019-11-22 15:21:54,place order,2.2,1129.99,"['884405', '884407', '884406']","['iPad Air', 'Echo Studio', 'iPad mini']",['Mohammadreza Fani Sani'],['991087'],
11737,2019-11-22 15:33:31,confirm order,2.904,4561.99,"['884395', '884392', '884391', '884393', '884394']","['iPhone X', 'iPhone 8', 'Echo Show 8', 'MacBook Pro']",['Kefang Ding'],['991085'],
11738,2019-11-22 15:36:59,pick item,0.78,99.99,['884363'],['Echo'],['Lisa Mannel'],['991079'],
11739,2019-11-22 15:39:44,confirm order,2.2,1129.99,"['884405', '884407', '884406']","['iPad Air', 'Echo Studio', 'iPad mini']",['Mohammadreza Fani Sani'],['991087'],
11740,2019-11-22 15:41:56,pick item,0.188,1149.0,['884289'],['iPhone 11 Pro'],['Lisa Mannel'],['991063'],
11741,2019-11-22 15:51:48,pick item,0.28,449.0,['884381'],['iPad mini'],['Christine Dobbert'],['991083'],
11742,2019-11-22 15:51:48,create package,2.124,1552.99,"['884315', '884311', '884145', '884313']","['iPhone 11', 'Kindle Paperwhite', 'Echo Show 8', 'iPad']",['Luis Santos'],"['991068', '991028']",['660691']
11743,2019-11-22 15:53:24,reorder item,0.21,529.0,['884261'],['iPhone 8'],['Marco Pegoraro'],['991056'],
11744,2019-11-22 16:10:20,pick item,0.172,699.0,['884335'],['iPhone X'],['Mahsa Bafrani'],['991073'],
11745,2019-11-22 16:11:01,confirm order,3.1830000000000003,1859.98,"['884348', '884347', '884349', '884350']","['iPad Air', 'iPad Pro', 'Echo Plus', 'Echo Show 8']",['Claudia Graf'],['991077'],
11746,2019-11-22 16:11:10,reorder item,0.188,1149.0,['884309'],['iPhone 11 Pro'],['Marco Pegoraro'],['991067'],
11747,2019-11-22 16:21:35,reorder item,1.48,199.99,['884312'],['Echo Studio'],['Luis Santos'],['991068'],
11748,2019-11-22 16:24:18,confirm order,2.643,1403.97,"['884365', '884366', '884367', '884364']","['iPad Pro', 'Fire Stick', 'Echo Show 8']",['Marco Pegoraro'],['991080'],
11749,2019-11-22 16:27:17,pick item,0.2,39.99,['884398'],['Fire Stick'],['Seran Uysal'],['991086'],
11750,2019-11-22 16:39:28,pay order,3.264,2231.97,"['884019', '884022', '884023', '884020', '884024', '884021']","['Echo Show 5', 'iPhone X', 'Echo Studio', 'iPad mini', 'Fire Stick 4K']",['Mohammadreza Fani Sani'],['991001'],
11751,2019-11-22 16:41:10,pick item,0.495,129.0,['884320'],['Kindle Paperwhite'],['Lisa Mannel'],['991069'],
11752,2019-11-22 16:43:46,reorder item,0.21,529.0,['884254'],['iPhone 8'],['Lisa Mannel'],['991055'],
11753,2019-11-22 16:47:51,pick item,0.495,129.0,['884085'],['Kindle Paperwhite'],['Christina Rensinghof'],['991014'],
11754,2019-11-22 16:47:51,create package,2.7260000000000004,1408.97,"['884236', '884234', '884333', '884332']","['iPad Pro', 'Kindle', 'Echo Show 8', 'Echo']",['Anahita Farhang Ghahfarokhi'],"['991072', '991049']",['660692']
11755,2019-11-22 16:52:37,send package,2.7260000000000004,1408.97,"['884236', '884234', '884333', '884332']","['iPad Pro', 'Kindle', 'Echo Show 8', 'Echo']",['Anahita Farhang Ghahfarokhi'],"['991072', '991049']",['660692']
11756,2019-11-22 16:53:49,pick item,0.172,699.0,['884393'],['iPhone X'],['Kefang Ding'],['991085'],
11757,2019-11-22 16:54:04,pick item,0.98,129.99,['884348'],['Echo Show 8'],['Claudia Graf'],['991077'],
11758,2019-11-22 17:01:28,pick item,1.25,2200.0,['884316'],['MacBook Air'],['Luis Santos'],['991068'],
11759,2019-11-22 17:03:35,place order,1.898,1234.98,"['884411', '884409', '884408', '884410', '884412']","['Kindle Paperwhite', 'iPad Air', 'Fire Stick', 'iPad', 'Fire Stick 4K']",['Mohammadreza Fani Sani'],['991088'],
11760,2019-11-22 17:06:14,pick item,0.38,29.99,['884390'],['Echo Dot'],['Seran Uysal'],['991084'],
11761,2019-11-22 17:06:14,create package,3.669,6999.99,"['884331', '884329', '884328', '884380', '884330', '884383', '884379', '884381']","['iPhone X', 'MacBook Pro', 'iPad', 'iPhone 11 Pro', 'iPhone 8', 'Kindle', 'iPad mini', 'iPad Pro']",['Christine Dobbert'],"['991083', '991071']",['660693']
11762,2019-11-22 17:13:24,pay order,3.91,1033.95,"['884386', '884388', '884385', '884389', '884390', '884387']","['Echo Dot', 'iPhone 8', 'Echo Plus', 'Echo Show 8', 'Fire Stick 4K', 'Echo']",['Seran Uysal'],['991084'],
11763,2019-11-22 17:29:24,send package,7.234,8740.97,"['884307', '884223', '884284', '884283', '884260', '884295', '884263', '884282', '884294', '884308', '884293']","['iPad Air', 'iPhone 11 Pro', 'iPhone 8', 'Echo Plus', 'Echo Show 8', 'MacBook Air', 'iPhone 11', 'iPad mini']",['Marco Pegoraro'],"['991045', '991067', '991056', '991064', '991061']",['660686']
11764,2019-11-22 18:01:16,pay order,2.286,1901.97,"['884222', '884225', '884224', '884223', '884220', '884221']","['iPhone 11', 'Echo Dot', 'iPad mini', 'Fire Stick', 'Echo Show 8']",['Marco Pegoraro'],['991045'],
11765,2019-11-22 18:06:31,pick item,1.28,149.99,['884401'],['Echo Plus'],['Seran Uysal'],['991086'],
11766,2019-11-22 18:10:40,pay order,2.186,4071.99,"['884184', '884182', '884185', '884186', '884183']","['iPhone 11', 'iPhone 8', 'iPad mini', 'MacBook Air', 'Fire Stick 4K']",['Lisa Mannel'],['991037'],
11767,2019-11-22 18:12:41,package delivered,2.7260000000000004,1408.97,"['884236', '884234', '884333', '884332']","['iPad Pro', 'Kindle', 'Echo Show 8', 'Echo']",['Anahita Farhang Ghahfarokhi'],"['991072', '991049']",['660692']
11768,2019-11-22 18:15:56,pick item,1.48,199.99,['884297'],['Echo Studio'],['Tobias Brockhoff'],['991065'],
11769,2019-11-22 18:18:49,send package,1.475,258.99,"['883853', '883984']","['Kindle Paperwhite', 'Echo Show 8']",['Majid Rafiei'],"['990991', '990960']",['660688']
11770,2019-11-22 18:18:57,pick item,0.172,699.0,['884352'],['iPhone X'],['Mahnaz Qafari'],['991078'],
11771,2019-11-22 18:26:57,place order,6.263,4382.93,"['884420', '884414', '884415', '884416', '884418', '884422', '884421', '884419', '884413', '884417']","['iPhone 8', 'Echo Plus', 'Fire Stick', 'MacBook Air', 'Echo Dot', 'iPad Pro', 'Echo']",['Mahnaz Qafari'],['991089'],
11772,2019-11-22 18:50:56,send package,2.124,1552.99,"['884315', '884311', '884145', '884313']","['iPhone 11', 'Kindle Paperwhite', 'Echo Show 8', 'iPad']",['Luis Santos'],"['991068', '991028']",['660691']
11773,2019-11-22 20:06:36,pick item,0.2,39.99,['884365'],['Fire Stick'],['Marco Pegoraro'],['991080'],
11774,2019-11-22 21:00:26,place order,1.58,3034.0,"['884423', '884424']","['iPhone 8', 'MacBook Pro']",['Tobias Brockhoff'],['991090'],
11775,2019-11-22 21:47:29,send package,1.26,578.99,"['884212', '883691']","['iPad mini', 'Echo Show 8']",['Junxiong Gao'],"['991042', '990918']",['660687']
11776,2019-11-23 10:02:30,place order,2.426,1758.97,"['884429', '884426', '884425', '884427', '884428']","['Echo Show 5', 'Echo Dot', 'iPad Pro', 'Fire Stick', 'iPad']",['Anahita Farhang Ghahfarokhi'],['991091'],
11777,2019-11-24 09:58:54,place order,0.41,573.99,"['884431', '884430']","['iPhone 8', 'Fire Stick']",['Mohammadreza Fani Sani'],['991092'],
11778,2019-11-24 10:44:43,payment reminder,2.218,3773.98,"['883863', '883864', '883862', '883861']","['iPhone 11 Pro', 'Echo Dot', 'Fire Stick 4K', 'MacBook Pro']",['Lisa Mannel'],['990963'],
11779,2019-11-24 16:16:01,payment reminder,0.92,969.99,"['883909', '883911', '883910']","['iPad Air', 'iPad mini', 'Fire Stick']",['Seran Uysal'],['990971'],
11780,2019-11-25 03:09:42,place order,6.412999999999999,7385.97,"['884441', '884437', '884432', '884435', '884433', '884438', '884439', '884436', '884440', '884434']","['iPad Air', 'iPhone X', 'MacBook Pro', 'iPhone 11 Pro', 'iPhone 8', 'Echo Plus', 'iPad Pro', 'Echo']",['Claudia Graf'],['991093'],
11781,2019-11-25 08:26:53,send package,2.733,4551.0,"['883809', '884349', '883939', '884350']","['iPad Air', 'iPad Pro', 'MacBook Pro']",['Claudia Graf'],"['991077', '990981', '990949']",['660690']
11782,2019-11-25 08:28:13,pick item,0.483,1099.0,['884374'],['iPad Pro'],['Tobias Brockhoff'],['991082'],
11783,2019-11-25 08:32:25,pick item,1.37,2500.0,['884397'],['MacBook Pro'],['Seran Uysal'],['991086'],
11784,2019-11-25 08:47:35,pick item,0.38,29.99,['884377'],['Echo Dot'],['Tobias Brockhoff'],['991082'],
11785,2019-11-25 09:14:23,package delivered,2.963,1954.97,"['884238', '884147', '884070', '884240', '884337']","['iPad Air', 'Echo Studio', 'iPad Pro', 'Fire Stick 4K']",['Mahsa Bafrani'],"['991073', '991050', '991029', '991011']",['660683']
11786,2019-11-25 09:22:18,item out of stock,0.172,699.0,['884399'],['iPhone X'],['Seran Uysal'],['991086'],
11787,2019-11-25 09:27:10,item out of stock,0.2,39.99,['884414'],['Fire Stick'],['Mahnaz Qafari'],['991089'],
11788,2019-11-25 09:29:46,pick item,0.483,495.0,['884408'],['iPad'],['Mohammadreza Fani Sani'],['991088'],
11789,2019-11-25 09:29:46,create package,1.36,159.98,"['884059', '884006']","['Echo Dot', 'Echo Show 8']",['Gyunam Park'],"['991010', '990996']",['660694']
11790,2019-11-25 09:30:28,place order,3.9,4854.99,"['884442', '884444', '884443']","['Echo Plus', 'MacBook Pro', 'MacBook Air']",['Mahnaz Qafari'],['991094'],
11791,2019-11-25 09:32:21,payment reminder,2.75,3229.99,"['883918', '883915', '883916', '883917']","['iPad Air', 'iPad mini', 'Echo', 'MacBook Air']",['Christine Dobbert'],['990973'],
11792,2019-11-25 09:39:32,confirm order,4.6110000000000015,5860.96,"['884400', '884396', '884404', '884402', '884397', '884398', '884401', '884403', '884399']","['iPhone X', 'MacBook Pro', 'Echo Plus', 'Fire Stick', 'Fire Stick 4K', 'iPhone 11', 'Echo Dot', 'iPad mini', 'iPad Pro']",['Seran Uysal'],['991086'],
11793,2019-11-25 09:51:57,pick item,0.21,529.0,['884392'],['iPhone 8'],['Kefang Ding'],['991085'],
11794,2019-11-25 09:54:28,pick item,1.25,2200.0,['884384'],['MacBook Air'],['Christine Dobbert'],['991083'],
11795,2019-11-25 09:54:28,create package,10.554,14621.94,"['884338', '884341', '884357', '884319', '884274', '884361', '884356', '884185', '884257', '884339', '884355', '884289', '884362', '884318', '884320', '884340', '884287', '884275', '884363', '884359', '884358']","['iPhone X', 'iPad', 'MacBook Pro', 'Echo Show 5', 'iPhone 11 Pro', 'iPhone 8', 'Fire Stick', 'Kindle', 'Fire Stick 4K', 'MacBook Air', 'iPhone 11', 'Kindle Paperwhite', 'iPad mini', 'Echo']",['Lisa Mannel'],"['991058', '991062', '991063', '991079', '991069', '991074', '991055', '991037']",['660695']
11796,2019-11-25 09:54:32,reorder item,0.98,129.99,['884364'],['Echo Show 8'],['Marco Pegoraro'],['991080'],
11797,2019-11-25 10:00:46,reorder item,1.25,2200.0,['884228'],['MacBook Air'],['Anahita Farhang Ghahfarokhi'],['991046'],
11798,2019-11-25 10:04:03,pick item,0.44,476.0,['884407'],['iPad Air'],['Mohammadreza Fani Sani'],['991087'],
11799,2019-11-25 10:11:18,item out of stock,0.28,89.99,['884412'],['Fire Stick 4K'],['Mohammadreza Fani Sani'],['991088'],
11800,2019-11-25 10:19:55,pick item,0.166,799.0,['884277'],['iPhone 11'],['Gyunam Park'],['991059'],
11801,2019-11-25 10:31:07,item out of stock,0.28,449.0,['884405'],['iPad mini'],['Mohammadreza Fani Sani'],['991087'],
11802,2019-11-25 10:36:44,pick item,1.37,2500.0,['884432'],['MacBook Pro'],['Claudia Graf'],['991093'],
